tablet_name,bbox_glyph,mzl_label
VAT08803Rs_r,"[2529, 1756, 2677, 1903]",753
VAT08803Rs_r,"[2368, 1744, 2504, 1889]",631
VAT08803Rs_r,"[2207, 1739, 2424, 1884]",514
VAT08803Rs_r,"[1967, 1739, 2213, 1903]",79
VAT08803Rs_r,"[1839, 1755, 2016, 1897]",10
VAT08803Rs_r,"[1642, 1738, 1835, 1894]",737
VAT08803Rs_r,"[1425, 1743, 1664, 1896]",164
VAT08803Rs_r,"[1324, 1747, 1525, 1889]",10
VAT08803Rs_r,"[1025, 1719, 1158, 1878]",839
VAT08803Rs_r,"[830, 1729, 1045, 1885]",507
VAT08803Rs_r,"[661, 1752, 836, 1884]",815
VAT08803Rs_r,"[510, 1749, 665, 1901]",514
VAT08803Rs_r,"[350, 1760, 518, 1896]",498
VAT08803Rs_r,"[232, 1753, 391, 1911]",387
VAT08803Rs_r,"[2671, 1609, 2890, 1756]",511
VAT08803Rs_r,"[2084, 1627, 2334, 1751]",484
VAT08803Rs_r,"[1764, 1617, 2041, 1756]",297
VAT08803Rs_r,"[1492, 1621, 1765, 1743]",248
VAT08803Rs_r,"[1328, 1614, 1524, 1755]",498
VAT08803Rs_r,"[936, 1618, 1107, 1740]",591
VAT08803Rs_r,"[653, 1626, 974, 1755]",466
VAT08803Rs_r,"[535, 1620, 650, 1747]",661
VAT08803Rs_r,"[389, 1626, 580, 1764]",591
VAT08803Rs_r,"[281, 1635, 430, 1776]",498
VAT08803Rs_r,"[2717, 1483, 2871, 1606]",498
VAT08803Rs_r,"[1972, 1493, 2249, 1626]",350
VAT08803Rs_r,"[1747, 1492, 1930, 1619]",501
VAT08803Rs_r,"[1561, 1488, 1736, 1624]",98
VAT08803Rs_r,"[1334, 1484, 1559, 1617]",134
VAT08803Rs_r,"[933, 1486, 1162, 1619]",248
VAT08803Rs_r,"[731, 1492, 945, 1627]",737
VAT08803Rs_r,"[375, 1500, 603, 1636]",248
VAT08803Rs_r,"[231, 1528, 381, 1658]",10
VAT08803Rs_r,"[2721, 1351, 2901, 1478]",248
VAT08803Rs_r,"[2542, 1364, 2711, 1490]",98
VAT08803Rs_r,"[2393, 1352, 2551, 1483]",580
VAT08803Rs_r,"[2218, 1375, 2415, 1501]",148
VAT08803Rs_r,"[1998, 1351, 2248, 1494]",560
VAT08803Rs_r,"[1878, 1364, 1999, 1493]",750
VAT08803Rs_r,"[1651, 1355, 1876, 1496]",289
VAT08803Rs_r,"[1472, 1357, 1681, 1493]",248
VAT08803Rs_r,"[1293, 1332, 1465, 1479]",98
VAT08803Rs_r,"[1060, 1346, 1304, 1491]",561
VAT08803Rs_r,"[853, 1345, 1057, 1495]",140
VAT08803Rs_r,"[596, 1340, 870, 1488]",560
VAT08803Rs_r,"[396, 1380, 602, 1503]",750
VAT08803Rs_r,"[218, 1389, 412, 1541]",289
VAT08803Rs_r,"[2709, 1229, 2901, 1356]",248
VAT08803Rs_r,"[2522, 1227, 2691, 1353]",98
VAT08803Rs_r,"[2135, 1222, 2499, 1360]",356
VAT08803Rs_r,"[1896, 1225, 2124, 1365]",750
VAT08803Rs_r,"[1609, 1216, 1889, 1359]",289
VAT08803Rs_r,"[823, 1217, 1082, 1360]",248
VAT08803Rs_r,"[630, 1220, 823, 1357]",98
VAT08803Rs_r,"[464, 1245, 654, 1376]",724
VAT08803Rs_r,"[395, 1237, 526, 1374]",750
VAT08803Rs_r,"[195, 1243, 406, 1396]",289
VAT08803Rs_r,"[2726, 1111, 2903, 1236]",828
VAT08803Rs_r,"[2539, 1098, 2746, 1241]",86
VAT08803Rs_r,"[2307, 1101, 2565, 1228]",24
VAT08803Rs_r,"[2112, 1096, 2315, 1243]",737
VAT08803Rs_r,"[1953, 1080, 2136, 1240]",504
VAT08803Rs_r,"[1885, 1098, 2009, 1235]",748
VAT08803Rs_r,"[1655, 1089, 1903, 1222]",485
VAT08803Rs_r,"[1458, 1102, 1668, 1265]",258
VAT08803Rs_r,"[1290, 1093, 1514, 1244]",552
VAT08803Rs_r,"[1058, 1068, 1306, 1242]",690
VAT08803Rs_r,"[946, 1082, 1114, 1221]",859
VAT08803Rs_r,"[724, 1096, 943, 1236]",142
VAT08803Rs_r,"[529, 1113, 740, 1246]",548
VAT08803Rs_r,"[346, 1118, 581, 1250]",110
VAT08803Rs_r,"[242, 1123, 352, 1252]",839
VAT08803Rs_r,"[2711, 982, 2925, 1114]",354
VAT08803Rs_r,"[2326, 957, 2703, 1119]",313
VAT08803Rs_r,"[2047, 952, 2304, 1090]",507
VAT08803Rs_r,"[1834, 975, 2033, 1111]",808
VAT08803Rs_r,"[1566, 973, 1853, 1101]",15
VAT08803Rs_r,"[1314, 972, 1562, 1102]",491
VAT08803Rs_r,"[1214, 989, 1323, 1116]",839
VAT08803Rs_r,"[879, 975, 1144, 1111]",110
VAT08803Rs_r,"[633, 986, 902, 1111]",350
VAT08803Rs_r,"[469, 989, 650, 1122]",808
VAT08803Rs_r,"[319, 981, 486, 1127]",92
VAT08803Rs_r,"[186, 1003, 347, 1145]",737
VAT08803Rs_r,"[2712, 850, 2919, 980]",24
VAT08803Rs_r,"[2513, 856, 2694, 979]",807
VAT08803Rs_r,"[2316, 840, 2464, 965]",579
VAT08803Rs_r,"[1896, 846, 2322, 975]",636
VAT08803Rs_r,"[1667, 863, 1909, 971]",16
VAT08803Rs_r,"[1400, 856, 1666, 992]",490
VAT08803Rs_r,"[1042, 853, 1336, 983]",24
VAT08803Rs_r,"[783, 870, 1006, 991]",567
VAT08803Rs_r,"[473, 850, 720, 996]",5
VAT08803Rs_r,"[232, 866, 474, 1008]",248
VAT08803Rs_r,"[2733, 753, 2885, 858]",223
VAT08803Rs_r,"[2485, 727, 2702, 874]",491
VAT08803Rs_r,"[2243, 722, 2444, 868]",140
VAT08803Rs_r,"[1849, 736, 2146, 856]",15
VAT08803Rs_r,"[1537, 727, 1823, 860]",701
VAT08803Rs_r,"[1088, 753, 1340, 852]",223
VAT08803Rs_r,"[902, 755, 1090, 874]",552
VAT08803Rs_r,"[624, 732, 902, 864]",691
VAT08803Rs_r,"[355, 742, 640, 869]",15
VAT08803Rs_r,"[206, 750, 374, 894]",567
VAT08803Rs_r,"[2720, 615, 2930, 764]",635
VAT08803Rs_r,"[2127, 625, 2360, 737]",24
VAT08803Rs_r,"[1954, 633, 2120, 738]",139
VAT08803Rs_r,"[1798, 642, 1958, 746]",252
VAT08803Rs_r,"[1564, 623, 1788, 741]",737
VAT08803Rs_r,"[1416, 631, 1582, 742]",498
VAT08803Rs_r,"[1270, 640, 1432, 738]",142
VAT08803Rs_r,"[1118, 629, 1274, 740]",181
VAT08803Rs_r,"[961, 628, 1123, 752]",252
VAT08803Rs_r,"[815, 625, 1016, 743]",596
VAT08803Rs_r,"[636, 628, 866, 752]",238
VAT08803Rs_r,"[379, 634, 644, 745]",178
VAT08803Rs_r,"[243, 638, 393, 743]",580
VAT08803Rs_r,"[2513, 494, 2691, 620]",812
VAT08803Rs_r,"[2270, 493, 2507, 615]",86
VAT08803Rs_r,"[1989, 512, 2247, 615]",15
VAT08803Rs_r,"[1789, 508, 1975, 623]",298
VAT08803Rs_r,"[1524, 501, 1775, 629]",350
VAT08803Rs_r,"[1373, 508, 1530, 625]",113
VAT08803Rs_r,"[1114, 512, 1363, 623]",350
VAT08803Rs_r,"[968, 509, 1112, 631]",113
VAT08803Rs_r,"[803, 514, 972, 617]",750
VAT08803Rs_r,"[556, 507, 799, 629]",289
VAT08803Rs_r,"[428, 504, 569, 621]",750
VAT08803Rs_r,"[210, 500, 433, 634]",289
VAT08803Rs_r,"[2807, 366, 2885, 481]",859
VAT08803Rs_r,"[2707, 360, 2810, 477]",548
VAT08803Rs_r,"[2584, 363, 2725, 485]",110
VAT08803Rs_r,"[2466, 388, 2599, 500]",490
VAT08803Rs_r,"[2342, 390, 2472, 484]",118
VAT08803Rs_r,"[2274, 383, 2360, 483]",839
VAT08803Rs_r,"[2176, 389, 2276, 490]",552
VAT08803Rs_r,"[2041, 398, 2176, 515]",357
VAT08803Rs_r,"[1943, 402, 2044, 504]",380
VAT08803Rs_r,"[1820, 393, 1946, 514]",552
VAT08803Rs_r,"[1692, 403, 1819, 508]",112
VAT08803Rs_r,"[1492, 399, 1700, 514]",184
VAT08803Rs_r,"[1344, 400, 1507, 509]",724
VAT08803Rs_r,"[1230, 388, 1363, 501]",380
VAT08803Rs_r,"[1032, 392, 1231, 493]",644
VAT08803Rs_r,"[869, 397, 1064, 516]",15
VAT08803Rs_r,"[803, 398, 880, 501]",1
VAT08803Rs_r,"[691, 390, 812, 510]",859
VAT08803Rs_r,"[592, 383, 697, 480]",869
VAT08803Rs_r,"[487, 360, 601, 485]",221
VAT08803Rs_r,"[369, 373, 507, 495]",552
VAT08803Rs_r,"[226, 356, 376, 490]",883
VAT08803Rs_r,"[2760, 245, 2948, 363]",14
VAT08803Rs_r,"[2508, 232, 2775, 373]",14
VAT08803Rs_r,"[2051, 284, 2257, 394]",552
VAT08803Rs_r,"[1856, 283, 2042, 407]",500
VAT08803Rs_r,"[1631, 299, 1827, 415]",501
VAT08803Rs_r,"[1333, 299, 1565, 406]",89
VAT08803Rs_r,"[1142, 293, 1335, 403]",138
VAT08803Rs_r,"[890, 276, 1117, 396]",24
VAT08803Rs_r,"[695, 279, 885, 391]",514
VAT08803Rs_r,"[522, 277, 708, 384]",16
P404881_o,"[41, 91, 88, 137]",578
P404881_o,"[82, 98, 146, 139]",596
P404881_o,"[142, 106, 218, 146]",552
P404881_o,"[227, 113, 270, 151]",839
P404881_o,"[260, 114, 324, 158]",110
P404881_o,"[48, 141, 93, 181]",839
P404881_o,"[85, 143, 173, 181]",484
P404881_o,"[155, 142, 242, 188]",644
P404881_o,"[238, 153, 312, 190]",552
P404881_o,"[50, 178, 89, 219]",851
P404881_o,"[88, 183, 164, 220]",559
P404881_o,"[161, 185, 267, 220]",354
P404881_o,"[266, 187, 349, 223]",490
P404881_o,"[51, 214, 161, 251]",10
P404881_o,"[156, 215, 245, 250]",474
P404881_o,"[246, 218, 326, 254]",181
P404881_o,"[323, 217, 398, 256]",552
P404881_o,"[50, 248, 126, 284]",490
P404881_o,"[49, 280, 134, 323]",514
P404881_o,"[235, 283, 293, 320]",1
P404881_o,"[51, 317, 88, 352]",1
P404881_o,"[84, 316, 143, 354]",552
P404881_o,"[335, 318, 422, 358]",514
P404881_o,"[45, 351, 98, 393]",851
P404881_o,"[248, 350, 302, 385]",839
P404881_o,"[384, 353, 440, 390]",552
P404881_o,"[47, 386, 127, 424]",514
P404881_o,"[219, 387, 258, 423]",1
P404881_o,"[45, 419, 84, 458]",839
P404881_o,"[80, 422, 128, 456]",839
P404881_o,"[131, 283, 242, 317]",3
P404881_o,"[289, 280, 346, 320]",358
P404881_o,"[139, 317, 193, 354]",548
P404881_o,"[188, 318, 258, 352]",184
P404881_o,"[252, 318, 337, 356]",24
P404881_o,"[343, 282, 419, 319]",142
P404881_o,"[123, 241, 175, 287]",883
P404881_o,"[172, 248, 268, 285]",85
P404881_o,"[265, 250, 331, 286]",10
P404881_o,"[330, 252, 387, 287]",357
P404881_o,"[88, 352, 161, 390]",737
P404881_o,"[158, 348, 245, 388]",339
P404881_o,"[122, 385, 173, 424]",120
P404881_o,"[172, 386, 225, 424]",120
P404881_o,"[298, 351, 382, 390]",5
P404881_o,"[253, 385, 301, 423]",737
P404881_o,"[397, 385, 451, 423]",498
P404881_o,"[296, 386, 351, 427]",484
P404881_o,"[343, 387, 401, 430]",736
P404881_o,"[44, 455, 83, 488]",839
P404881_o,"[82, 451, 159, 488]",644
P404881_r,"[61, 324, 104, 373]",839
P404881_r,"[99, 319, 177, 373]",110
P404881_r,"[216, 388, 310, 433]",495
P404881_r,"[273, 231, 351, 275]",548
P404881_r,"[64, 246, 107, 284]",1
P404881_r,"[107, 244, 193, 287]",242
P404881_r,"[191, 242, 273, 290]",754
P404881_r,"[177, 318, 275, 360]",248
P404881_r,"[275, 317, 385, 358]",483
P404881_r,"[239, 149, 294, 198]",10
P404881_r,"[69, 153, 125, 208]",380
P404881_r,"[58, 397, 126, 450]",737
P404881_r,"[127, 396, 217, 439]",496
P404881_r,"[281, 148, 343, 192]",127
P404881_o,"[124, 417, 193, 453]",560
P335605_o,"[186, 114, 429, 172]",1
P335605_o,"[419, 112, 574, 177]",71
P335605_o,"[164, 172, 220, 230]",1
P335605_o,"[213, 168, 321, 239]",71
P335605_o,"[312, 174, 372, 239]",859
P335605_o,"[367, 166, 472, 232]",120
P335605_o,"[458, 170, 607, 235]",753
P335605_o,"[69, 164, 170, 236]",599
P335605_o,"[153, 230, 206, 289]",1
P335605_o,"[196, 229, 304, 295]",71
P335605_o,"[293, 231, 344, 302]",748
P335605_o,"[400, 227, 452, 307]",748
P335605_o,"[327, 221, 398, 301]",589
P335605_o,"[531, 225, 614, 300]",552
P335605_o,"[545, 292, 617, 360]",839
P335605_o,"[538, 349, 615, 423]",839
P335605_o,"[231, 289, 491, 360]",266
P335605_o,"[430, 226, 540, 292]",644
P335605_o,"[332, 346, 420, 409]",631
P336634_o,"[69, 97, 135, 150]",113
P336634_o,"[62, 154, 133, 212]",113
P336634_o,"[136, 442, 236, 512]",10
P336634_o,"[331, 429, 409, 488]",737
P336634_o,"[231, 428, 341, 491]",248
P336634_o,"[62, 445, 132, 505]",113
P336634_o,"[68, 391, 142, 446]",113
P336634_o,"[68, 333, 129, 387]",113
P336634_o,"[66, 267, 133, 326]",113
P336634_o,"[63, 498, 137, 564]",113
P336634_o,"[62, 565, 124, 625]",113
P336634_o,"[135, 265, 182, 317]",1
P336634_o,"[180, 264, 258, 324]",151
P336634_o,"[170, 234, 215, 267]",120
P336634_o,"[210, 231, 287, 265]",494
P336634_o,"[255, 256, 368, 316]",259
P336634_o,"[247, 309, 368, 376]",259
P336634_o,"[141, 374, 293, 441]",184
P336634_o,"[287, 372, 384, 429]",567
P336634_o,"[165, 318, 253, 379]",711
P336634_o,"[149, 320, 192, 391]",748
P336634_o,"[142, 500, 207, 554]",1
P336634_o,"[310, 550, 333, 599]",748
P336634_o,"[329, 548, 357, 601]",748
P336634_o,"[344, 538, 412, 596]",711
P336634_o,"[406, 536, 475, 596]",567
P336634_o,"[196, 494, 281, 555]",747
P336634_o,"[120, 31, 226, 91]",6
P336634_o,"[126, 85, 219, 149]",736
P336634_o,"[205, 84, 298, 143]",511
P336634_o,"[184, 140, 265, 198]",808
P336634_o,"[124, 143, 196, 204]",469
P336634_o,"[274, 481, 395, 547]",644
P336634_o,"[381, 482, 518, 541]",701
P336634_o,"[199, 546, 312, 607]",300
P336634_o,"[406, 425, 502, 484]",248
P336660_o,"[34, 122, 99, 201]",10
P336660_o,"[96, 132, 172, 186]",711
P336660_o,"[226, 110, 310, 182]",380
P336660_o,"[311, 112, 427, 189]",248
P336660_o,"[38, 203, 119, 263]",10
P336660_o,"[225, 196, 336, 258]",731
P336660_o,"[112, 188, 229, 267]",127
P336660_o,"[316, 191, 376, 258]",10
P336660_o,"[332, 46, 420, 109]",248
P336608_o,"[50, 215, 97, 267]",839
P336608_o,"[186, 252, 259, 298]",118
P336608_o,"[129, 74, 188, 125]",142
P336608_o,"[184, 72, 253, 123]",561
P336608_o,"[248, 75, 321, 121]",24
P336608_o,"[226, 115, 294, 171]",380
P336608_o,"[339, 116, 396, 163]",552
P336608_o,"[120, 122, 172, 160]",9
P336608_o,"[167, 122, 234, 168]",14
P336608_o,"[275, 118, 342, 165]",724
P336608_o,"[53, 168, 126, 215]",248
P336608_o,"[174, 167, 248, 213]",248
P336608_o,"[121, 163, 182, 215]",258
P336608_o,"[383, 200, 430, 245]",754
P336608_r,"[53, 91, 81, 135]",748
P336608_o,"[238, 164, 303, 211]",142
P336608_o,"[296, 158, 377, 208]",485
P336608_o,"[372, 165, 406, 196]",1
P336608_o,"[94, 212, 160, 262]",496
P336608_o,"[150, 213, 217, 259]",590
P336608_o,"[214, 208, 270, 253]",259
P336608_o,"[266, 206, 317, 252]",498
P336608_o,"[309, 202, 386, 249]",31
P336608_o,"[52, 258, 126, 307]",136
P336608_o,"[124, 257, 190, 296]",89
P336608_o,"[258, 245, 310, 289]",309
P336608_o,"[307, 242, 384, 288]",483
P336608_o,"[377, 233, 434, 286]",589
P336608_o,"[421, 232, 491, 284]",580
P336608_r,"[184, 94, 247, 140]",248
P336608_r,"[242, 95, 304, 144]",258
P336608_r,"[344, 101, 392, 149]",498
P336608_r,"[447, 98, 519, 146]",24
P336608_r,"[74, 88, 130, 141]",836
P336608_r,"[121, 89, 188, 139]",691
P336608_r,"[295, 97, 351, 144]",736
P336608_r,"[383, 96, 452, 148]",643
P336608_r,"[335, 139, 362, 192]",839
P336608_r,"[358, 140, 406, 185]",110
P336608_r,"[395, 144, 444, 181]",681
P336608_r,"[438, 140, 509, 191]",636
P336608_r,"[498, 145, 548, 185]",142
P336608_r,"[204, 139, 262, 181]",828
P336608_r,"[255, 142, 340, 186]",466
P336608_r,"[152, 134, 215, 183]",248
P336608_r,"[103, 135, 153, 180]",258
P336608_r,"[164, 177, 209, 225]",112
P336608_r,"[201, 179, 257, 223]",221
P336608_r,"[254, 172, 325, 228]",115
P336608_r,"[320, 183, 383, 232]",136
P336608_r,"[380, 182, 452, 229]",884
P336608_r,"[441, 187, 477, 228]",724
P336608_r,"[182, 227, 235, 272]",387
P336608_r,"[298, 225, 381, 270]",311
P336608_r,"[331, 272, 389, 304]",252
P336608_r,"[228, 229, 302, 274]",494
P336651_o,"[135, 155, 198, 224]",380
P336651_o,"[90, 157, 144, 234]",859
P336651_o,"[181, 156, 263, 223]",644
P336651_o,"[246, 165, 292, 215]",113
P336651_o,"[49, 225, 124, 296]",812
P336651_o,"[218, 218, 290, 294]",589
P336651_o,"[159, 227, 225, 292]",98
P336651_o,"[113, 226, 166, 296]",883
P336651_o,"[59, 105, 125, 164]",469
P336651_o,"[105, 108, 155, 156]",631
P336651_o,"[27, 97, 52, 159]",748
P336651_o,"[43, 103, 76, 160]",748
P336614_o,"[156, 104, 330, 171]",120
P336614_o,"[191, 160, 328, 227]",258
P336614_o,"[430, 161, 537, 224]",111
P336614_o,"[212, 219, 291, 287]",255
P336614_o,"[284, 218, 372, 293]",266
P336614_o,"[368, 222, 403, 307]",859
P336614_o,"[398, 219, 472, 298]",495
P336614_o,"[245, 276, 453, 335]",553
P336614_o,"[449, 278, 570, 331]",490
P336614_o,"[295, 326, 440, 372]",753
P336614_o,"[467, 316, 561, 371]",498
P336614_r,"[441, 40, 578, 92]",490
P336614_o,"[171, 315, 277, 382]",357
P336614_o,"[146, 212, 220, 300]",381
P336614_o,"[471, 209, 552, 288]",381
P336614_r,"[339, 75, 498, 142]",754
P336614_r,"[499, 77, 564, 125]",808
P336614_r,"[457, 123, 581, 189]",490
P336614_r,"[288, 138, 465, 217]",635
P336614_r,"[451, 180, 570, 236]",490
P336614_r,"[234, 188, 338, 262]",130
P336614_r,"[260, 253, 391, 325]",86
P336614_r,"[303, 312, 393, 379]",490
P336614_o,"[77, 215, 151, 282]",255
P336655_o,"[35, 64, 177, 138]",566
P336655_o,"[42, 125, 186, 191]",566
P336655_o,"[185, 67, 245, 141]",839
P336655_o,"[343, 66, 430, 146]",380
P336655_o,"[429, 61, 545, 138]",566
P336655_o,"[633, 119, 756, 193]",567
P336655_o,"[734, 127, 783, 192]",661
P336655_o,"[187, 131, 328, 199]",10
P336655_o,"[246, 70, 344, 130]",496
P336655_o,"[539, 71, 648, 131]",248
P336655_o,"[646, 76, 750, 134]",483
P336655_o,"[323, 137, 427, 183]",1
P336655_o,"[438, 126, 551, 178]",113
P336655_o,"[38, 197, 89, 280]",748
P336655_o,"[84, 206, 143, 254]",1
P336655_o,"[136, 200, 255, 266]",20
P336655_o,"[390, 207, 487, 263]",10
P336655_o,"[247, 203, 392, 272]",313
P336655_o,"[473, 202, 576, 271]",641
P336655_o,"[571, 206, 680, 259]",24
P336655_o,"[664, 202, 726, 263]",869
P336655_o,"[69, 253, 175, 312]",596
P336655_o,"[159, 257, 242, 318]",869
P336655_o,"[366, 253, 534, 314]",10
P336655_o,"[570, 259, 677, 328]",151
P336655_o,"[692, 252, 769, 306]",143
P336655_r,"[68, 70, 144, 138]",578
P336655_r,"[157, 73, 253, 112]",1
P336655_r,"[26, 45, 84, 106]",748
P336655_r,"[483, 28, 538, 74]",839
P336655_r,"[537, 31, 627, 74]",10
P336655_r,"[625, 34, 709, 94]",151
P336655_r,"[705, 46, 775, 95]",143
P336655_r,"[333, 24, 408, 69]",437
P336655_r,"[401, 22, 484, 66]",358
P336655_r,"[196, 32, 259, 73]",753
P336655_r,"[131, 34, 197, 74]",596
P336655_r,"[78, 42, 138, 76]",1
P336655_r,"[244, 65, 379, 114]",16
P336655_r,"[373, 61, 506, 113]",65
P336655_r,"[681, 78, 781, 138]",255
P336655_r,"[32, 124, 75, 199]",748
P336655_r,"[69, 127, 129, 175]",1
P336655_r,"[118, 115, 177, 180]",596
P336655_r,"[174, 119, 238, 172]",753
P336655_r,"[230, 114, 329, 171]",89
P336655_r,"[254, 23, 342, 67]",89
P336655_r,"[324, 113, 404, 180]",437
P336655_r,"[399, 110, 486, 172]",358
P336655_r,"[480, 115, 578, 174]",10
P336655_r,"[565, 113, 672, 173]",641
P336655_r,"[667, 124, 735, 184]",469
P336655_r,"[54, 172, 157, 243]",561
P336655_r,"[244, 180, 336, 237]",552
P336655_r,"[433, 166, 548, 234]",16
P336655_r,"[33, 235, 84, 306]",748
P336655_r,"[86, 242, 136, 297]",753
P336655_r,"[181, 235, 284, 292]",498
P336655_r,"[283, 229, 421, 290]",641
P336655_r,"[153, 175, 252, 240]",238
P336655_r,"[419, 226, 535, 286]",483
P336655_o,"[425, 23, 548, 64]",641
P336655_o,"[354, 26, 446, 68]",10
P336655_r,"[301, 287, 375, 344]",578
P336655_r,"[378, 277, 496, 347]",690
P336655_r,"[78, 290, 176, 343]",111
P336670_o,"[383, 44, 509, 92]",266
P336670_o,"[64, 100, 128, 145]",578
P336670_o,"[65, 147, 183, 197]",483
P336670_o,"[61, 223, 131, 271]",10
P336670_o,"[125, 224, 245, 261]",681
P336670_o,"[64, 288, 97, 337]",748
P336670_o,"[261, 272, 329, 330]",552
P336670_o,"[200, 280, 267, 338]",151
P336670_o,"[146, 330, 204, 382]",10
P336670_o,"[197, 327, 246, 376]",596
P336670_o,"[93, 284, 202, 336]",247
P336670_o,"[179, 142, 265, 196]",86
P336670_o,"[252, 44, 375, 89]",636
P336670_o,"[481, 93, 517, 127]",825
P336670_o,"[240, 325, 287, 377]",596
P336670_o,"[310, 90, 406, 133]",636
P336670_o,"[222, 90, 317, 136]",643
P336670_o,"[65, 329, 139, 383]",302
P393668_r,"[80, 85, 157, 189]",839
P393668_r,"[153, 73, 268, 158]",110
P393668_r,"[263, 51, 460, 162]",266
P393668_r,"[463, 59, 576, 167]",164
P393668_r,"[76, 175, 217, 286]",18
P393668_r,"[200, 161, 357, 287]",24
P393668_r,"[356, 165, 425, 278]",748
P393668_r,"[155, 289, 229, 373]",661
P393668_r,"[435, 240, 618, 354]",98
P393668_r,"[227, 269, 428, 370]",736
P393668_r,"[426, 167, 515, 262]",10
P393668_r,"[505, 170, 621, 248]",464
P393668_r,"[61, 286, 181, 388]",812
P393668_r,"[142, 367, 273, 480]",110
P393668_r,"[272, 357, 489, 469]",266
P393668_r,"[484, 343, 600, 438]",164
P393668_r,"[354, 467, 457, 567]",839
P393668_r,"[144, 465, 347, 571]",663
P393668_r,"[550, 449, 673, 537]",598
P393668_r,"[455, 457, 539, 562]",851
P393668_r,"[75, 577, 217, 668]",566
P393668_r,"[210, 574, 314, 666]",578
P393668_r,"[331, 567, 498, 667]",16
P393668_r,"[82, 669, 227, 762]",566
P393668_r,"[231, 667, 451, 769]",266
P393668_r,"[451, 666, 554, 750]",113
P393668_r,"[107, 769, 265, 870]",357
P393668_r,"[445, 765, 531, 863]",839
P393668_r,"[122, 864, 219, 961]",839
P393668_r,"[269, 861, 458, 951]",248
P393668_r,"[256, 964, 399, 1063]",469
P393668_o,"[386, 61, 466, 153]",578
P393668_o,"[572, 102, 641, 198]",754
P393668_o,"[102, 74, 249, 163]",566
P393668_o,"[242, 64, 397, 162]",353
P393668_o,"[99, 171, 132, 229]",748
P393668_o,"[126, 165, 158, 224]",748
P393668_o,"[156, 164, 195, 219]",748
P393668_o,"[208, 159, 393, 250]",490
P393668_o,"[395, 167, 612, 251]",139
P393668_o,"[229, 244, 367, 342]",808
P393668_o,"[82, 341, 135, 433]",748
P393668_o,"[148, 340, 248, 438]",753
P393668_o,"[238, 354, 298, 429]",661
P393668_o,"[288, 347, 339, 428]",661
P393668_o,"[355, 347, 547, 444]",353
P393668_o,"[541, 350, 657, 436]",754
P393668_o,"[75, 439, 112, 489]",661
P393668_o,"[111, 438, 146, 484]",661
P393668_o,"[145, 441, 176, 479]",661
P393668_o,"[89, 485, 132, 530]",661
P393668_o,"[130, 474, 164, 523]",661
P393668_o,"[161, 475, 203, 525]",661
P393668_o,"[484, 457, 603, 534]",14
P393668_o,"[372, 455, 488, 556]",223
P393668_o,"[372, 240, 583, 340]",119
P393668_o,"[279, 562, 384, 657]",754
P393668_o,"[382, 559, 514, 656]",89
P393668_o,"[72, 660, 182, 728]",1
P393668_o,"[185, 660, 334, 740]",580
P393668_o,"[484, 674, 543, 739]",661
P393668_o,"[551, 672, 613, 762]",839
P393668_o,"[181, 543, 278, 655]",612
P393668_o,"[323, 655, 479, 756]",86
P393668_o,"[195, 748, 304, 835]",612
P393668_o,"[301, 761, 502, 842]",754
P393668_o,"[150, 858, 253, 945]",753
P393668_o,"[259, 875, 365, 951]",252
P393668_o,"[367, 867, 524, 965]",110
P393668_o,"[201, 964, 333, 1052]",589
P393668_o,"[454, 77, 575, 184]",511
P393668_o,"[91, 227, 227, 328]",566
P393668_o,"[518, 562, 620, 654]",309
P393668_r,"[497, 553, 590, 656]",856
P334357_o,"[39, 34, 77, 80]",839
P334357_o,"[66, 36, 124, 80]",110
P334357_o,"[119, 37, 184, 82]",266
P334357_o,"[179, 40, 219, 75]",113
P334357_o,"[34, 77, 86, 118]",18
P334357_o,"[79, 82, 145, 118]",24
P334357_o,"[147, 79, 174, 116]",748
P334357_o,"[166, 80, 214, 116]",10
P334357_o,"[205, 79, 255, 115]",641
P334357_o,"[251, 76, 286, 110]",379
P334357_o,"[30, 117, 71, 155]",812
P334357_o,"[148, 114, 193, 149]",98
P334357_o,"[189, 115, 219, 150]",839
P334357_o,"[213, 114, 253, 151]",110
P334357_o,"[66, 112, 150, 152]",744
P334357_o,"[28, 155, 72, 192]",113
P334357_o,"[90, 146, 178, 190]",380
P334357_o,"[198, 147, 274, 188]",260
P334357_o,"[120, 191, 172, 226]",10
P334357_o,"[165, 184, 215, 226]",511
P334357_o,"[218, 180, 268, 221]",737
P334357_o,"[27, 186, 80, 226]",255
P334357_o,"[74, 185, 124, 227]",222
P334357_o,"[207, 329, 273, 370]",380
P334357_o,"[25, 447, 77, 483]",490
P334357_o,"[73, 448, 128, 482]",181
P334357_o,"[127, 446, 172, 481]",358
P334357_o,"[169, 444, 224, 483]",89
P334357_o,"[227, 439, 273, 475]",567
P334357_o,"[25, 484, 72, 515]",266
P334357_o,"[69, 482, 106, 517]",113
P334357_o,"[104, 483, 155, 515]",380
P334357_o,"[24, 420, 45, 444]",1
P334357_o,"[40, 409, 78, 446]",464
P334357_o,"[73, 412, 125, 449]",10
P334357_o,"[121, 413, 178, 449]",266
P334357_o,"[176, 405, 217, 443]",113
P334357_o,"[210, 406, 248, 441]",380
P334357_o,"[244, 399, 282, 440]",260
P334357_o,"[184, 364, 228, 404]",112
